uwb_x	uwb_y	enc_x	enc_y	enc_t	gyro_x	gt_x	gt_y
1156	1774	35244	-523	-540	153.65	1274.11	1875.09
1171	1761	35293	-525	-540	153.68	1325.3	1884.11
1221	1781	35343	-525	-540	153.81	1349.86	1880.33
1248	1775	35393	-525	-540	153.5	1386.21	1886.28
1287	1763	35442	-524	-540	153.14	1433.72	1888.21
1326	1775	35490	-525	-540	153.26	1470.18	1886.49
1353	1760	35538	-526	-541	153.15	1523.71	1889.67
1397	1754	35588	-525	-541	153.05	1558.7	1888.81
1462	1765	35638	-525	-541	153.05	1621.71	1889.69
1512	1775	35686	-525	-541	153.04	1672.31	1890.43
1553	1776	35735	-525	-541	152.98	1727.6	1896.75
1611	1791	35781	-525	-541	152.66	1764.72	1897.82
1660	1799	35781	-525	-541	152.46	1827.04	1904.65
1736	1804	35880	-527	-541	152.52	1868.19	1908.87
1775	1802	35933	-527	-541	152.35	1921.31	1912.07
1815	1805	35976	-527	-541	152.48	1974.03	1909.41
1849	1806	36003	-527	-541	152.41	2009.76	1910.45
1880	1803	36014	-527	-541	151.78	2058.12	1907.4
1905	1787	36011	-527	-541	148.7	2089.17	1907.29
1916	1784	36009	-528	-542	142.64	2103.01	1909.14
1942	1792	36007	-527	-545	136.64	2141.3	1902.32
2058	1894	36006	-524	-550	132.13	2154.14	1901.96
2012	1875	36007	-524	-556	126.66	2193.1	1933.6
1975	1865	36007	-524	-561	120.9	2181.98	1928.72
1958	1877	36008	-524	-567	115.5	2163.18	1926.78
1942	1885	36007	-524	-572	109.78	2153.22	1928.24
1922	1913	36007	-524	-577	104.57	2141.04	1926.8
1912	1923	36008	-524	-583	99.71	2126.35	1921.37
1904	1919	36007	-524	-589	93.12	2120.92	1922.93
1885	1917	36008	-524	-594	87.97	2116.16	1930.14
1881	1945	36007	-525	-599	82.94	2106.39	1929.56
1878	1949	36007	-524	-605	77.31	2101.79	1927.84
1867	1940	36007	-524	-610	71.64	2095.03	1934.09
1866	1944	36006	-524	-616	66.18	2086.2	1932.15
1871	1957	36007	-524	-621	62.79	2083.26	1935.35
1892	1971	36008	-524	-627	62.67	2084.81	1939.98
1917	1967	36008	-526	-631	63.07	2097.05	1944.87
1921	1959	36008	-526	-631	62.91	2118.37	1951.88
1915	1958	36009	-525	-631	62.33	2120.79	1955.58
1917	1958	36009	-525	-631	60.62	2118.14	1958.65
1922	1960	36008	-526	-632	59.72	2118.63	1958.1
1931	1959	36014	-529	-633	56.37	2122.08	1957.47
1946	1945	36025	-533	-634	55.07	2126.27	1958.95
1938	1931	36052	-541	-637	54.61	2134.85	1958.47
1958	1934	36084	-547	-639	54.33	2129.98	1958.21
1963	1907	36119	-552	-640	53.23	2139.17	1953.13
1979	1894	36159	-553	-640	53.33	2141.11	1944
1955	1845	36208	-554	-640	53.9	2138.94	1915.32
1939	1803	36253	-554	-640	54.07	2125.12	1898.29
1935	1759	36301	-552	-640	53.52	2115.17	1855.27
1941	1735	36350	-551	-639	53.2	2111.16	1827.16
1946	1709	36398	-552	-640	52.98	2108.44	1766.68
1943	1653	36446	-553	-640	53.49	2110.12	1736.37
1930	1578	36493	-554	-640	53.37	2104.39	1692.84
1931	1537	36541	-553	-640	53.64	2092.46	1606.97
1914	1491	36591	-553	-640	53.63	2089.55	1575.38
1902	1445	36640	-552	-640	53.01	2077.92	1547.91
1897	1400	36689	-552	-640	52.77	2068.05	1484.17
1952	1380	36738	-554	-640	52.61	2061.98	1452.72
1977	1354	36785	-555	-641	52.68	2058.97	1418.01
1953	1281	36833	-556	-641	52.63	2077.98	1346.67
1916	1227	36879	-556	-641	52.15	2070.19	1314.38
1919	1182	36929	-555	-641	51.97	2051.94	1238.03
1896	1122	36978	-556	-641	52.16	2047.1	1188.16
1907	1077	37025	-558	-641	52.09	2032.95	1126.57
1905	1029	37075	-557	-641	51.72	2031.33	1093.32
1899	986	37122	-557	-641	51.9	2028.08	1060.37
1953	921	37169	-558	-642	51.83	2018.28	996.414
1975	909	37219	-558	-641	51.94	2020.56	967.42
1962	882	37270	-558	-641	51.86	2015.16	902.428
1945	837	37319	-557	-641	51.79	2009.96	872.825
1947	829	37368	-557	-641	51.81	2002.4	841.703
1916	779	37418	-558	-641	51.79	1988.64	745.229
1897	724	37468	-557	-641	51.72	1980.45	710.447
1903	707	37518	-558	-641	51.69	1971.8	678.613
1893	649	37568	-558	-641	51.41	1964.75	617.609
1889	596	37616	-557	-641	51.31	1957.64	581.795
1870	540	37663	-558	-641	51.39	1946.44	518.601
1842	499	37709	-558	-642	51.34	1940.36	482.739
1799	466	37759	-559	-642	51.24	1928.65	451.538
1763	432	37810	-558	-642	50.94	1906.42	368.273
1799	377	37860	-558	-642	51.06	1893.18	338.718
1814	341	37909	-559	-642	50.76	1898.06	303.096
1833	284	37958	-559	-642	50.9	1889.65	241.549
1837	218	38006	-560	-642	50.91	1889.44	204.14
1832	156	38055	-560	-642	50.4	1881.68	139.045
1814	107	38102	-560	-642	49.99	1874.88	105.615
1794	63	38150	-561	-642	50.17	1870.94	75.3517
1779	13	38197	-562	-643	50.05	1848.29	-6.12442
1763	-17	38247	-562	-643	50.05	1836.69	-52.6541
1755	-74	38298	-562	-643	50.35	1824.69	-108.88
1745	-117	38348	-562	-643	50.57	1817.34	-143.461
1717	-157	38397	-561	-642	50.06	1810.61	-171.631
1706	-203	38445	-560	-642	49.72	1795.8	-236.765
1697	-245	38493	-562	-642	49.84	1787.7	-272.256
1697	-291	38540	-563	-643	49.76	1781.2	-298.413
1711	-343	38586	-563	-643	49.58	1770.2	-367.602
1696	-388	38631	-563	-643	49.18	1769.69	-400.377
1687	-438	38676	-563	-643	49.41	1751.34	-486.333
1670	-486	38723	-565	-643	49.25	1742.49	-518.698
1651	-533	38774	-565	-643	49.23	1734.37	-549.18
1645	-585	38821	-565	-643	48.92	1722.61	-607.679
1640	-625	38867	-565	-643	48.99	1716.95	-637.252
1622	-669	38915	-566	-644	48.97	1707.98	-667.677
1605	-706	38960	-566	-644	48.87	1694.04	-733.338
1585	-732	39006	-566	-644	48.73	1685.65	-767.25
1580	-788	39051	-566	-644	48.11	1665.99	-845.138
1572	-822	39095	-566	-644	48.04	1656.54	-881.547
1577	-870	39142	-568	-644	47.99	1641.83	-933.468
1568	-897	39188	-568	-644	47.43	1636.61	-961.747
1547	-941	39188	-568	-644	47.07	1629.26	-986.799
1538	-968	39281	-570	-645	47.46	1611.17	-1037.73
1534	-1018	39334	-571	-645	46.95	1603.1	-1067.4
1518	-1079	39376	-570	-645	46.6	1588.7	-1125.49
1504	-1125	39403	-571	-645	46.8	1579.32	-1155.28
1495	-1159	39412	-572	-646	46.85	1565.58	-1183.24
1492	-1178	39408	-572	-645	46.07	1538.52	-1233.76
1482	-1194	39406	-572	-645	44.79	1525.31	-1262.46
1489	-1226	39404	-572	-646	44.05	1503.13	-1299.59
1481	-1230	39410	-575	-647	43.07	1506.59	-1298.71
1477	-1240	39418	-578	-648	42.26	1509.04	-1293.55
1480	-1249	39437	-582	-649	43.36	1509.08	-1293.23
1474	-1254	39468	-585	-650	43.47	1508.86	-1294.36
1457	-1276	39468	-585	-650	43.83	1501.43	-1298.22
1453	-1304	39560	-584	-650	44.44	1493.01	-1305.2
1447	-1332	39653	-581	-649	43.72	1483.12	-1313.29
1432	-1355	39653	-581	-649	43.36	1461.84	-1343.73
1428	-1382	39679	-582	-649	43.46	1446.95	-1384.49
1422	-1392	39689	-583	-650	43.39	1422.19	-1427.88
1411	-1400	39684	-583	-650	43.4	1411.89	-1451.4
1416	-1408	39683	-583	-650	43.45	1404.42	-1468.8
1405	-1412	39683	-583	-650	43.42	1396.61	-1485.05
1404	-1415	39683	-583	-650	43.42	1398.3	-1482.69
1396	-1412	39683	-583	-650	43.42	1398.74	-1479.15
1399	-1423	39683	-583	-650	43.42	1398.19	-1476.89
1399	-1428	39683	-583	-650	43.42	1398.58	-1477.54
1405	-1431	39683	-583	-650	42.72	1400.21	-1477.43
1400	-1417	39683	-583	-650	39.12	1399.74	-1478.22
1401	-1429	39682	-582	-651	33.25	1398.7	-1477.64
1407	-1437	39683	-583	-654	27.86	1398.98	-1477.36
1415	-1436	39684	-584	-659	23.11	1399.4	-1477.92
1419	-1437	39684	-584	-664	17.38	1398.35	-1478.19
1416	-1435	39684	-584	-670	11.71	1400.3	-1476.94
1437	-1440	39683	-584	-675	6.13	1405.26	-1473.03
1464	-1461	39683	-584	-681	0.71	1411.04	-1470.51
1485	-1464	39684	-584	-686	-4.1	1416.07	-1469.63
1507	-1482	39685	-584	-692	-10.01	1418.21	-1468.34
1524	-1492	39685	-584	-692	-14.77	1420.61	-1466.86
1521	-1496	39685	-585	-702	-18.03	1421.19	-1464.98
1530	-1519	39682	-585	-711	-17.7	1423	-1463.24
1537	-1519	39682	-585	-711	-17.62	1425.9	-1463.96
1546	-1521	39681	-585	-711	-17.63	1427.5	-1464.81
1552	-1519	39681	-585	-711	-17.63	1428.06	-1465.01
1553	-1522	39681	-585	-711	-17.62	1433.44	-1463.79
1548	-1516	39681	-585	-711	-18.4	1432.89	-1463.36
1551	-1515	39681	-585	-711	-19.72	1433.47	-1464.07
1547	-1514	39682	-585	-712	-20.73	1434.27	-1465.14
1545	-1519	39687	-587	-713	-23.02	1433.73	-1462.9
1551	-1543	39695	-591	-714	-25.66	1434.85	-1464.91
1545	-1556	39718	-601	-717	-27.93	1433.84	-1465.56
1527	-1540	39742	-610	-719	-29.56	1433.88	-1466.78
1522	-1520	39776	-619	-722	-28.99	1428.68	-1460.95
1481	-1513	39815	-624	-723	-29.25	1422.55	-1459.42
1442	-1516	39866	-624	-723	-29.42	1397.99	-1452.96
1416	-1513	39912	-624	-723	-29.23	1381.29	-1452.22
1369	-1515	39962	-623	-723	-29.17	1361.41	-1451.57
1330	-1524	40009	-623	-723	-29.82	1311.77	-1451.44
1288	-1521	40054	-623	-723	-30.34	1282.87	-1453.95
1240	-1522	40101	-625	-723	-29.8	1192.69	-1457.85
1196	-1515	40149	-626	-724	-29.45	1162.92	-1459.24
1157	-1517	40202	-625	-723	-29.95	1105.04	-1457.81
1107	-1499	40242	-624	-723	-29.9	1074.55	-1458.67
1061	-1495	40268	-624	-723	-29.85	1046.78	-1453.98
1034	-1497	40279	-624	-723	-29.79	985.765	-1450.18
1013	-1492	40274	-624	-723	-29.82	952.127	-1445.91
990	-1480	40272	-624	-723	-30.7	899.313	-1438.85
978	-1479	40272	-623	-723	-33.99	884.811	-1437.61
966	-1468	40272	-623	-724	-38.95	885.813	-1439.73
969	-1468	40270	-624	-727	-45.41	897.668	-1440.64
948	-1479	40271	-624	-732	-50.02	901.726	-1440.55
940	-1490	40271	-624	-737	-55.74	898.437	-1440.42
932	-1503	40271	-625	-743	-60.76	899.21	-1440.27
917	-1512	40270	-624	-748	-66.82	908.706	-1443.07
894	-1508	40270	-625	-754	-71.9	912.104	-1444.97
888	-1544	40270	-625	-759	-77.25	914.238	-1457.11
884	-1567	40270	-624	-764	-81.91	914.587	-1461.08
865	-1577	40270	-623	-770	-88.87	909.493	-1470.27
856	-1595	40270	-624	-775	-93.53	910.048	-1473.94
850	-1611	40271	-624	-781	-98.59	909.64	-1476.48
847	-1623	40271	-624	-786	-104.26	904.445	-1486.15
852	-1622	40271	-624	-786	-109.89	900.751	-1490.41
839	-1599	40271	-624	-797	-113.44	897.109	-1493.15
837	-1589	40271	-624	-803	-114.17	889.906	-1493.32
836	-1583	40270	-624	-806	-113.65	887.189	-1492.92
824	-1577	40270	-625	-807	-113.84	885.05	-1491.6
830	-1580	40270	-625	-807	-114.1	879.682	-1490.14
834	-1581	40269	-625	-807	-114.04	877.207	-1490.02
834	-1576	40269	-625	-807	-114.23	876.874	-1489.48
828	-1579	40269	-625	-807	-115.87	876.344	-1490.27
820	-1574	40270	-625	-808	-116.84	875.666	-1490.95
814	-1571	40275	-627	-809	-118.35	876.069	-1490.37
828	-1566	40285	-631	-810	-118.55	875.271	-1490.8
841	-1534	40307	-636	-811	-119.18	876.425	-1489.58
843	-1538	40345	-639	-812	-119.42	878.442	-1488.88
853	-1528	40385	-641	-812	-119.21	882.215	-1478.39
850	-1513	40428	-641	-812	-119.77	886.922	-1468.14
860	-1492	40479	-640	-812	-119.64	889.725	-1438.71
873	-1473	40529	-642	-812	-119.67	884.378	-1419.24
893	-1442	40578	-641	-812	-119.4	879.729	-1375.63
902	-1409	40628	-641	-812	-119.7	883.01	-1346.41
917	-1370	40676	-640	-812	-119.79	879.087	-1318.29
923	-1331	40725	-640	-812	-119.61	884.097	-1256.6
921	-1285	40776	-640	-812	-119.7	884.472	-1224.95
923	-1220	40826	-640	-812	-119.7	886.579	-1170.91
926	-1167	40876	-640	-812	-119.63	886.697	-1138.99
937	-1092	40926	-640	-812	-119.97	891.558	-1105.48
947	-1027	40974	-639	-812	-120.13	903.389	-1037.38
958	-967	41023	-639	-812	-120.48	911.806	-1004.45
960	-934	41074	-639	-812	-120.15	938.518	-942.06
966	-901	41123	-640	-812	-120.23	945.629	-911.031
965	-871	41171	-640	-812	-120.37	958.135	-852.423
957	-835	41222	-640	-812	-120.58	960.403	-820.637
962	-781	41272	-640	-812	-120.42	964.699	-747.815
970	-727	41320	-641	-812	-120.96	963.044	-701.542
962	-677	41369	-640	-812	-121.44	965.188	-638.219
941	-644	41416	-641	-812	-121.03	964.236	-605.493
920	-609	41464	-642	-812	-121.29	961.777	-572.9
897	-554	41514	-642	-812	-121.85	959.083	-510.833
871	-509	41565	-642	-812	-121.96	953.156	-479.116
866	-465	41614	-643	-812	-121.43	949.408	-416.056
855	-419	41660	-643	-813	-121.1	951.139	-383.404
850	-369	41708	-642	-812	-120.94	952.77	-351.982
851	-329	41755	-640	-812	-121.06	951.455	-281.894
849	-301	41803	-639	-812	-121.51	954.428	-249.189
847	-263	41849	-639	-812	-121.2	955.288	-189.374
840	-219	41897	-640	-812	-121.34	954.982	-158.753
843	-174	41947	-640	-812	-121.38	955.679	-97.3933
823	-138	41994	-640	-812	-121.09	956.802	-53.5203
831	-86	42043	-640	-812	-121.39	954.587	15.989
818	-34	42092	-639	-811	-121.97	963.039	52.6403
814	5	42138	-639	-811	-122.02	960.427	115.526
819	56	42185	-640	-812	-122.01	959.876	148.063
822	105	42231	-640	-812	-122.42	959.25	169.551
814	146	42276	-641	-812	-122.29	965.093	245.665
814	197	42323	-642	-812	-122.01	962.394	279.875
816	253	42373	-642	-812	-122.27	964.109	339.721
799	295	42423	-641	-812	-122.46	968.071	374.131
802	348	42473	-641	-812	-122.8	965.834	433.969
820	402	42519	-641	-812	-122.89	967.976	465.286
